,processor,amount,original_currency,target_currency,fx,transaction_status,transaction_start_date,transaction_end_date,duration,transaction_profit,pyr_id,pye_id,ppid,country,payee_satisfaction,payor_satisfaction,overall_satisfaction
18,1,4263.78,356,484,1,0,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,4,3.527559999999994,284562637635,284596191811,288857735747,356,0,0,0
19,1,3863.8,156,978,1,1,2019-03-06T01:00:00Z,2019-04-15T12:00:00Z,24,54.95700000000001,280301355331,284596192065,288857604931,156,1,0,1
20,2,3580.98,410,156,1,1,2019-03-02T19:00:00Z,2019-03-10T12:00:00Z,4,12.614409999999992,288857736002,284596191809,288857669953,76,1,1,1
21,2,3793.06,156,484,1,1,2019-03-06T01:00:00Z,2019-03-11T12:00:00Z,3,36.9306,288874447426,284596323138,288874447682,840,1,1,1
22,1,2466.88,156,156,0,1,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,5,-21.73504,284596323137,288857735745,284596323139,276,1,1,1
23,3,2473.65,410,484,1,1,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,6,16.052375000000005,288874512707,280267735619,280267801154,410,1,1,0
24,3,1642.64,986,484,1,1,2019-03-07T15:00:00Z,2019-04-15T12:00:00Z,23,3.28528,284596192065,284596191555,288857735747,840,1,1,1
25,3,1544.69,978,840,1,0,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,7,-1.0731859999999962,280267670338,288857604418,288874447427,250,1,1,1
26,1,2418.43,156,978,1,1,2019-03-03T12:00:00Z,2019-03-13T12:00:00Z,6,27.021160000000002,284562768705,284579545409,284562637377,276,1,1,1
27,3,2135.31,484,410,1,0,2019-03-03T00:00:00Z,2019-03-15T12:00:00Z,7,13.514825000000002,288857670211,284562637121,284562703171,410,0,0,1
28,1,3667.02,484,978,1,1,2019-03-03T00:00:00Z,2019-03-13T12:00:00Z,6,61.83934,280267800899,288874381634,284596257345,840,1,0,1
29,3,3187.13,986,484,1,1,2019-03-03T00:00:00Z,2019-03-12T12:00:00Z,5,21.403475,288874513217,288891159105,288874512706,410,1,1,1
30,3,4039.66,484,156,1,1,2019-03-06T01:00:00Z,2019-03-11T12:00:00Z,3,1.5396599999999978,280284578113,288874381634,280284578114,76,1,1,1
31,3,4888.61,410,484,1,0,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,7,34.16457500000001,280267735618,288891224385,288874447427,410,0,1,1
32,2,1922.82,484,978,1,1,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,3,15.228200000000001,284562768705,284579479874,284596257345,276,1,1,1
33,1,653.6,156,484,1,1,2019-03-02T19:00:00Z,2019-03-10T12:00:00Z,4,11.8792,284596257089,284579545410,280301289794,250,1,1,0
34,3,3100.25,410,156,1,1,2019-03-03T12:00:00Z,2019-03-10T12:00:00Z,4,-0.1398499999999956,280267735362,288891159105,288857604931,250,1,1,1
35,1,4511.2,978,410,1,0,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,3,4.022400000000005,284562703170,284596191811,284562637634,356,0,0,0
36,3,2185.8,840,978,1,0,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,3,0.6857999999999933,284596322627,284596257089,284579545923,484,0,0,0
37,1,3445.91,484,484,0,1,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,7,-29.56728,288857735490,284562768706,284562702657,276,1,1,1
38,3,947.79,410,484,1,0,2019-03-02T19:00:00Z,2019-03-10T12:00:00Z,4,1.8955800000000007,284562637379,284596322625,284596322883,840,0,0,0
39,3,2302.26,978,484,1,1,2019-03-03T00:00:00Z,2019-04-15T12:00:00Z,25,6.906779999999998,284562637379,288891289923,284562703171,276,1,1,1
40,1,1677.53,156,410,1,1,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,7,22.162950000000002,280267670338,288891289921,284596322883,156,1,1,1
41,2,4767.16,156,484,1,0,2019-03-02T19:00:00Z,2019-04-15T12:00:00Z,26,8.917900000000003,284579414339,284596257601,288874512706,484,0,1,1
42,3,1647.93,484,978,1,1,2019-03-03T12:00:00Z,2019-04-11T12:00:00Z,23,-1.0112419999999958,280267670338,288874513219,288857735747,250,1,0,0
43,3,3531.72,356,356,0,1,2019-03-07T15:00:00Z,2019-03-10T12:00:00Z,1,-88.293,288891224641,288857669955,284579480130,156,0,1,1
44,3,4756.4,484,410,1,1,2019-03-02T19:00:00Z,2019-03-14T12:00:00Z,7,3.256399999999985,288874513219,288874382147,280284578114,484,1,1,1
45,1,4276.32,978,356,1,1,2019-03-06T01:00:00Z,2019-04-12T12:00:00Z,22,15.88160000000002,284562637634,280301355841,288874512705,76,0,0,1
46,3,4437.52,978,840,1,0,2019-03-06T01:00:00Z,2019-03-10T12:00:00Z,2,0.6625120000000067,280267800899,288891159106,288857735746,250,0,0,0
47,2,3219.83,484,156,1,1,2019-03-03T00:00:00Z,2019-03-11T12:00:00Z,4,23.258640000000007,280301355331,284562637377,288874447427,410,1,1,1
48,3,1324.89,840,156,1,1,2019-03-07T15:00:00Z,2019-03-15T12:00:00Z,4,-1.1751100000000037,280284513091,288857735747,284596257347,76,1,1,1
49,1,2010.83,156,986,1,1,2019-03-03T00:00:00Z,2019-03-14T12:00:00Z,6,41.73826,284562637377,284579545667,284596257345,250,1,1,0
50,2,4131.58,978,156,1,0,2019-03-06T01:00:00Z,2019-03-11T12:00:00Z,3,40.3158,284562637379,288891159106,288874447427,840,0,1,1
51,1,1829.07,840,410,1,1,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,5,-1.341859999999997,288891159363,288891159362,284579480130,356,1,1,1
52,3,3480.28,986,484,1,1,2019-03-02T19:00:00Z,2019-03-14T12:00:00Z,7,0.9802799999999934,280284578371,280267670083,284579545410,76,1,1,1
53,3,1293.29,356,986,1,1,2019-03-07T15:00:00Z,2019-03-11T12:00:00Z,2,7.199675000000006,280267670338,280267735619,284579414851,410,1,1,1
54,2,4352.59,978,978,0,1,2019-03-03T12:00:00Z,2019-03-11T12:00:00Z,4,-1.0,284596191809,280284578115,284579480386,840,1,1,0
55,1,1646.57,978,156,1,1,2019-03-03T12:00:00Z,2019-03-13T12:00:00Z,6,17.75884,280301355329,284579545922,284596322883,276,1,1,0
56,3,4638.53,484,484,0,1,2019-03-03T12:00:00Z,2019-04-15T12:00:00Z,25,-164.84855000000002,284562637123,280267735874,288857670467,76,1,1,1
57,1,2841.79,978,986,1,0,2019-03-02T19:00:00Z,2019-03-10T12:00:00Z,4,13.345666000000001,284596192065,288857670465,280284578114,484,0,0,0
58,1,1088.33,840,156,1,1,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,7,13.324950000000001,288891224899,280284512835,280284447043,156,1,1,1
59,1,697.15,356,410,1,1,2019-03-03T00:00:00Z,2019-04-12T12:00:00Z,24,-3.6056999999999952,288874513217,284596191554,284579545410,356,1,0,1
60,1,3680.58,840,840,0,1,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,6,-57.2087,288857604931,280267670083,288857670467,484,1,1,0
61,1,2259.67,986,410,1,1,2019-03-06T01:00:00Z,2019-03-11T12:00:00Z,3,47.21274000000001,284562637379,284596322625,284562703171,250,1,1,1
62,3,1637.58,156,356,1,1,2019-03-03T00:00:00Z,2019-03-10T12:00:00Z,4,9.781850000000013,280284512834,280301224770,280267801154,410,1,1,1
63,1,1058.7,484,986,1,1,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,7,-0.20649999999999835,288874513217,280284512835,288857669955,76,1,1,0
64,1,1008.01,484,986,1,1,2019-03-03T12:00:00Z,2019-04-13T12:00:00Z,24,12.120149999999999,284562768705,284596257602,284579480130,156,1,1,1
65,1,2266.3,978,978,0,0,2019-03-03T12:00:00Z,2019-03-11T12:00:00Z,4,-21.6304,284579545921,280267735874,284579414851,410,1,1,0
66,2,477.84,986,840,1,1,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,7,-5.132960000000001,280301224513,280284578115,284579545410,356,1,1,1
67,1,387.13,840,978,1,1,2019-03-02T19:00:00Z,2019-03-10T12:00:00Z,4,2.8069500000000005,288874447426,288891290433,284579414851,156,1,0,1
68,3,1755.91,356,410,1,1,2019-03-02T19:00:00Z,2019-04-12T12:00:00Z,24,3.51182,288891158850,280301355587,284596323139,840,1,0,1
69,1,3453.47,986,978,1,1,2019-03-02T19:00:00Z,2019-04-15T12:00:00Z,26,73.47634000000001,284579414337,280267800897,284596257345,250,1,1,1
70,1,3569.63,410,840,1,1,2019-03-03T12:00:00Z,2019-04-13T12:00:00Z,24,76.03186,280267735362,284579545665,284562702657,250,1,1,1
71,3,4113.17,156,484,1,1,2019-03-03T00:00:00Z,2019-04-11T12:00:00Z,23,2.6131699999999967,288857670466,288857604418,284562637122,484,0,1,0
72,1,202.58,410,840,1,0,2019-03-03T12:00:00Z,2019-03-10T12:00:00Z,4,2.9438600000000004,288857604674,288857604929,288857604931,840,1,1,1
73,2,4150.21,156,840,1,1,2019-03-07T15:00:00Z,2019-03-15T12:00:00Z,4,40.5021,284596257603,280284512835,284579480130,840,1,1,1
74,3,3873.33,840,986,1,1,2019-03-06T01:00:00Z,2019-04-15T12:00:00Z,24,26.549975000000018,284579414851,280267735619,288857735747,410,0,0,0
75,3,3543.16,986,840,1,1,2019-03-03T12:00:00Z,2019-04-15T12:00:00Z,25,7.086320000000008,288891224899,280301224770,288857670211,840,0,1,0
76,2,1358.36,986,484,1,1,2019-03-03T12:00:00Z,2019-04-13T12:00:00Z,24,0.3958999999999975,280284513089,284596257601,288857735747,484,1,1,1
77,3,3730.51,986,410,1,1,2019-03-03T12:00:00Z,2019-03-13T12:00:00Z,6,1.2305099999999811,284579545411,288891289921,284596257090,76,1,1,1
78,2,3919.18,840,410,1,0,2019-03-03T00:00:00Z,2019-03-10T12:00:00Z,4,28.853440000000006,284596191555,280267801155,284579480386,410,0,1,0
79,3,2219.73,156,410,1,1,2019-03-03T00:00:00Z,2019-03-11T12:00:00Z,4,32.17487,280267735362,288857669955,284579545410,356,1,1,1
80,2,420.84,156,410,1,1,2019-03-03T12:00:00Z,2019-03-10T12:00:00Z,4,3.2084,288891290435,284579479875,288857669955,840,1,1,1
81,1,4540.98,484,986,1,0,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,5,4.081960000000009,288874447171,288891224897,284596322883,356,0,1,1
82,2,585.13,156,978,1,1,2019-03-03T12:00:00Z,2019-04-11T12:00:00Z,23,-1.5371749999999995,284562637634,288857670467,284562637122,484,1,1,1
83,2,3779.9,840,484,1,1,2019-03-03T12:00:00Z,2019-03-13T12:00:00Z,6,27.739200000000004,284596322627,288891224386,284579414339,410,1,1,1
84,2,4756.67,410,156,1,1,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,4,11.026680000000002,288857604931,288891224386,284562637634,250,0,1,1
85,1,3111.34,986,156,1,1,2019-03-06T01:00:00Z,2019-03-11T12:00:00Z,3,52.39278,280284447042,288874381891,288857670211,840,0,1,0
86,3,3263.33,986,986,0,1,2019-03-07T15:00:00Z,2019-03-11T12:00:00Z,2,-67.7666,280284447299,280284512833,288857604931,410,1,1,1
87,2,4524.45,410,840,1,0,2019-03-03T12:00:00Z,2019-03-11T12:00:00Z,4,39.2445,284562768705,288874447169,288874447426,156,0,1,1
88,1,4482.94,484,410,1,1,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,7,16.91470000000001,284579414851,288857670465,280284447043,76,1,1,1
89,2,367.2,840,356,1,1,2019-03-07T15:00:00Z,2019-03-15T12:00:00Z,4,2.672,284579545923,288874381891,288857670466,840,1,1,0
90,2,1034.72,156,840,1,1,2019-03-03T00:00:00Z,2019-03-11T12:00:00Z,4,5.777760000000001,284562637379,284579545410,284596323139,410,1,1,1
91,2,2617.48,484,356,1,1,2019-03-07T15:00:00Z,2019-03-10T12:00:00Z,1,3.543699999999994,284579414851,288857670467,284596257347,484,1,1,1
92,2,4001.18,840,156,1,1,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,6,29.509440000000012,288891290434,284596322627,284579414337,410,1,1,1
93,3,927.45,356,484,1,1,2019-03-07T15:00:00Z,2019-04-11T12:00:00Z,21,4.455874999999999,284579545921,284579479874,280284447043,410,1,1,1
94,1,4178.1,356,978,1,1,2019-03-07T15:00:00Z,2019-03-11T12:00:00Z,2,48.13720000000001,284596257603,280301355841,284596323139,276,1,1,1
95,2,752.65,156,356,1,0,2019-03-03T12:00:00Z,2019-03-11T12:00:00Z,4,-0.11307500000000203,284596257602,284596322881,288874447426,76,1,1,0
96,1,2757.3,484,986,1,1,2019-03-07T15:00:00Z,2019-04-12T12:00:00Z,21,29.587600000000005,284562637379,288857735745,284596322883,410,1,1,1
97,3,2871.65,840,356,1,1,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,4,44.561350000000004,288891159363,280301355331,280301290049,356,1,1,0
98,2,1546.9,840,410,1,1,2019-03-07T15:00:00Z,2019-04-15T12:00:00Z,23,14.469000000000001,288891290433,284596191555,280284578114,840,1,1,1
99,2,2833.29,356,356,0,1,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,5,-25.16632,284562637379,284596257089,288874512706,410,1,0,1
100,2,3285.62,410,978,1,1,2019-03-03T12:00:00Z,2019-04-15T12:00:00Z,25,28.8562,284596192065,280284578626,288874447682,276,1,1,1
101,1,4892.23,356,156,1,1,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,5,105.12906000000001,284596323137,288857670210,288857670467,250,1,1,1
102,1,1662.15,840,410,1,1,2019-03-03T00:00:00Z,2019-03-15T12:00:00Z,7,34.0673,284562637379,288891224897,288857735747,250,1,1,1
103,1,506.9,986,986,0,0,2019-03-03T00:00:00Z,2019-03-13T12:00:00Z,6,-7.569,288874447171,288857670467,288857735747,250,1,1,1
104,3,850.73,986,356,1,1,2019-03-03T00:00:00Z,2019-03-15T12:00:00Z,7,3.880475000000004,280284447042,284596191810,284562637634,410,1,1,1
105,3,1318.66,484,986,1,0,2019-03-06T01:00:00Z,2019-04-11T12:00:00Z,21,7.38995000000001,280301224770,288874512705,288857670467,410,1,1,1
106,1,964.7,978,484,1,1,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,6,-3.070599999999999,288874512707,288857735747,280267670339,356,1,1,1
107,3,2333.35,356,410,1,1,2019-03-03T12:00:00Z,2019-03-11T12:00:00Z,4,-30.333550000000006,280301290305,284579545409,284596257345,156,0,1,0
108,3,3418.96,410,356,1,1,2019-03-03T00:00:00Z,2019-03-15T12:00:00Z,7,1.9189599999999984,284596191554,284579545410,288874447427,484,1,1,1
109,2,1797.96,484,986,1,0,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,7,11.979600000000001,288891290435,284596191555,288857735746,156,1,0,0
110,3,1232.82,156,356,1,1,2019-03-07T15:00:00Z,2019-03-11T12:00:00Z,2,-16.02666,288891290433,288891289923,284596191809,156,0,0,1
111,2,2960.35,356,156,1,1,2019-03-03T12:00:00Z,2019-03-13T12:00:00Z,6,4.400875000000006,284596191809,284596191809,280284513089,484,1,1,1
112,1,942.18,986,978,1,1,2019-03-03T00:00:00Z,2019-04-15T12:00:00Z,25,7.806159999999998,284562637121,284579479875,288874447427,410,1,0,0
113,2,2083.85,840,978,1,1,2019-03-03T00:00:00Z,2019-03-11T12:00:00Z,4,14.8385,288891290179,288857735746,284562637122,156,1,0,0
114,2,4004.1,356,156,1,1,2019-03-06T01:00:00Z,2019-04-11T12:00:00Z,21,39.041,284596191554,284562637635,288874512707,840,1,1,1
115,3,569.78,356,484,1,1,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,7,-7.40714,280284578115,280267669827,288857736002,156,0,1,0
116,1,4858.97,986,978,1,1,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,7,82.10249,280284512833,284596322881,284562703171,840,0,0,0
117,1,4599.67,840,840,0,1,2019-03-03T00:00:00Z,2019-03-11T12:00:00Z,4,-38.797360000000005,280267800899,288874382147,280301224771,276,1,1,1
118,1,3037.42,484,484,0,1,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,7,-27.79936,288874447171,288874381634,288857604931,410,1,1,1
119,1,1515.98,356,156,1,0,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,7,6.186292000000005,280284447299,284562768193,288857735746,484,0,1,1
120,3,4448.29,356,840,1,1,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,6,8.89658,284596192065,288857735746,288857669953,840,0,1,1
121,2,1163.43,986,156,1,1,2019-03-02T19:00:00Z,2019-04-12T12:00:00Z,24,1.7354350000000025,280301224770,284579545410,280284578114,76,1,0,0
122,3,2012.53,356,356,0,1,2019-03-07T15:00:00Z,2019-03-10T12:00:00Z,1,-42.7506,284579545923,288891289923,284562637377,410,1,1,1
123,2,1882.17,356,978,1,1,2019-03-03T00:00:00Z,2019-03-10T12:00:00Z,4,12.55736,284562768195,284579545665,288874447426,410,1,1,1
124,3,1859.97,484,978,1,1,2019-03-06T01:00:00Z,2019-03-10T12:00:00Z,2,5.579909999999998,288874512961,288857670210,280284447555,276,1,1,0
125,1,3106.65,840,410,1,1,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,3,65.8463,288874512962,280284447553,288857670211,250,1,1,1
126,2,2220.33,978,156,1,1,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,3,15.262640000000001,280301355330,288891159105,288857735746,410,1,1,1
127,2,4980.71,840,356,1,1,2019-03-03T00:00:00Z,2019-03-10T12:00:00Z,4,21.884259999999983,288874512707,284579545665,280301289794,356,0,1,1
128,3,413.81,410,484,1,1,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,5,0.8276200000000005,280267800899,280301355587,280267670339,840,1,0,1
129,2,191.03,978,156,1,0,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,6,-0.9717599999999997,288891224641,284562768193,288874512707,410,1,1,0
130,1,1367.67,986,410,1,1,2019-03-07T15:00:00Z,2019-03-13T12:00:00Z,3,1.3383500000000055,288857604418,284579545410,280267801154,76,1,1,0
131,1,4645.2,356,840,1,0,2019-03-03T12:00:00Z,2019-03-11T12:00:00Z,4,4.290400000000005,284596257089,280284512833,288857670466,356,0,1,0
132,2,917.1,978,978,0,0,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,7,-1.0,288874513217,284596322627,284596257347,840,1,1,1
133,1,4120.15,978,484,1,1,2019-03-03T00:00:00Z,2019-03-10T12:00:00Z,4,58.802249999999994,288857604931,280301224770,284579414339,156,1,1,1
134,2,4276.05,986,484,1,0,2019-03-03T12:00:00Z,2019-03-13T12:00:00Z,6,15.742225000000019,284579545923,288857604418,284579414337,76,0,0,0
135,1,4498.94,986,156,1,1,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,6,50.48728,280284513091,288891290179,288857670210,410,1,1,0
136,3,1357.5,410,484,1,0,2019-03-03T00:00:00Z,2019-03-14T12:00:00Z,6,-17.647499999999997,284579545922,284596322881,284562703171,156,0,1,0
137,2,1679.42,840,484,1,1,2019-03-02T19:00:00Z,2019-03-10T12:00:00Z,4,15.7942,280284513089,284596323138,280267801154,840,1,1,1
138,1,1698.92,484,410,1,0,2019-03-07T15:00:00Z,2019-04-12T12:00:00Z,21,2.9946000000000055,288874512707,284596191555,288874447427,76,0,0,1
139,1,2962.52,484,840,1,0,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,5,49.86284,284579545923,280284578369,288874512705,840,0,0,1
140,3,4546.87,840,840,0,0,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,5,-92.4374,284579414851,280301224513,288857669953,484,1,1,1
141,1,2362.7,484,840,1,1,2019-03-06T01:00:00Z,2019-03-13T12:00:00Z,4,-0.2745999999999924,284596257603,288857736002,280301224771,356,1,0,0
142,3,2604.21,978,410,1,1,2019-03-03T00:00:00Z,2019-03-11T12:00:00Z,4,5.20842,284562637635,284579545409,288857670211,840,1,1,0
143,1,388.76,484,410,1,1,2019-03-03T00:00:00Z,2019-03-15T12:00:00Z,7,-4.222480000000001,288891290435,288891290433,284579545923,356,1,1,0
144,1,638.68,356,840,1,1,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,4,-2.306600000000003,288874447171,284596191554,288857735747,76,1,1,0
145,1,1036.53,410,484,1,0,2019-03-03T00:00:00Z,2019-03-11T12:00:00Z,4,12.54795,284596192065,280301355331,288857670211,156,0,1,1
146,1,4971.39,840,484,1,1,2019-03-03T00:00:00Z,2019-03-15T12:00:00Z,7,24.845506,284562768707,284596257602,284579414339,484,0,1,1
147,1,4139.68,986,356,1,1,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,7,3.279359999999997,284579545923,284596191811,280284513089,356,0,1,1
148,2,908.49,356,986,1,0,2019-03-02T19:00:00Z,2019-03-10T12:00:00Z,4,4.767920000000002,288891290177,288857604929,288857669955,410,1,1,0
149,2,2623.93,484,410,1,0,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,7,25.2393,280284447042,288874512963,280284578114,840,0,0,1
150,2,3933.97,410,986,1,1,2019-03-02T19:00:00Z,2019-03-13T12:00:00Z,6,38.3397,288857604418,280284447554,284596257345,840,0,1,1
151,3,2145.44,986,410,1,0,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,4,-27.890719999999998,284596322627,284579414338,288857670466,156,0,0,1
152,3,3565.69,410,484,1,0,2019-03-06T01:00:00Z,2019-04-11T12:00:00Z,21,2.0656899999999894,284562768705,288857604930,280301289794,484,0,0,0
153,3,4028.59,978,410,1,1,2019-03-03T12:00:00Z,2019-04-12T12:00:00Z,24,12.085769999999997,280267670082,288874513219,280284513089,276,0,1,0
154,3,3145.46,356,356,0,1,2019-03-07T15:00:00Z,2019-03-13T12:00:00Z,3,-78.63650000000001,288874512962,280284578626,284579480386,156,0,1,1
155,3,1859.53,156,840,1,1,2019-03-07T15:00:00Z,2019-04-13T12:00:00Z,22,3.719059999999999,288874512961,288874381633,280284447555,840,1,1,1
156,3,2237.43,978,986,1,1,2019-03-06T01:00:00Z,2019-03-15T12:00:00Z,5,-0.6575419999999923,280284513089,284579545665,284596191809,250,1,1,0
157,3,1427.02,156,978,1,1,2019-03-03T00:00:00Z,2019-03-15T12:00:00Z,7,4.28106,280267735618,284562637121,288857670210,276,1,1,1
158,1,3125.81,356,356,0,1,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,4,-48.88715,288891224386,288874381634,280284513089,484,1,1,1
159,3,2682.75,410,986,1,1,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,5,5.365500000000004,288874512962,288857735746,288857670467,840,1,1,1
160,1,2240.87,410,356,1,1,2019-03-07T15:00:00Z,2019-03-11T12:00:00Z,2,30.61305,280301355330,280267801409,284579545410,156,1,0,0
161,2,4311.78,840,156,1,1,2019-03-06T01:00:00Z,2019-03-15T12:00:00Z,5,31.994239999999998,284562637379,280267735618,280284447043,410,0,0,1
162,2,1631.79,986,356,1,1,2019-03-03T00:00:00Z,2019-03-13T12:00:00Z,6,12.317900000000002,288857735490,288857735746,288891159361,276,1,0,1
163,1,3774.59,484,156,1,1,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,7,53.618849999999995,280267670338,284596191810,280301290049,156,1,1,1
164,1,268.57,484,840,1,1,2019-03-06T01:00:00Z,2019-03-15T12:00:00Z,5,-4.1571500000000015,288891158849,288891289921,284579414851,76,1,1,1
165,2,1810.61,986,410,1,1,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,5,1.526525000000003,288891224386,284596323138,288874447427,484,1,0,1
166,2,454.67,978,840,1,1,2019-03-02T19:00:00Z,2019-04-13T12:00:00Z,25,-1.8633249999999997,284596257602,284596191555,288857604931,484,1,1,0
167,3,678.14,978,978,0,1,2019-03-03T00:00:00Z,2019-03-15T12:00:00Z,7,-16.953500000000002,284596192065,284596322627,284579480386,156,0,0,1
168,2,714.29,156,840,1,1,2019-03-07T15:00:00Z,2019-03-11T12:00:00Z,2,-1.2142750000000007,288857669953,288857670210,280284447555,484,1,1,1
169,1,422.72,978,840,1,1,2019-03-03T00:00:00Z,2019-03-15T12:00:00Z,7,-3.3863999999999983,280301290305,288891159106,288857670467,76,1,1,0
170,1,102.93,840,410,1,0,2019-03-03T12:00:00Z,2019-04-11T12:00:00Z,23,-4.9853499999999995,284562637634,280267800897,288874447427,76,1,0,0
171,3,1015.41,356,840,1,1,2019-03-06T01:00:00Z,2019-03-11T12:00:00Z,3,3.0462299999999978,288857669953,280301224770,284562637122,276,1,1,1
172,1,3145.34,356,410,1,1,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,7,34.244080000000004,288891224641,288857670467,284579414851,410,1,1,0
173,3,4959.41,986,986,0,0,2019-03-03T00:00:00Z,2019-03-12T12:00:00Z,5,-74.39115,284562637377,288891224386,284596257347,276,1,1,0
